name,city,state,latitude,longitude,map_latitude,map_longitude,start_year,end_year,region,external_links
Lil B,Berkeley,CA,37.8717,122.2728,37.9,122.2728,2004,present,NC,"<ul class=""external_links"">               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/438385"">Discogs</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/lilbofslab"">lilbofslab</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/e090daf2-cc9f-4de3-8581-b3ab77b074b0/relationships"" title=""Lil' B (US rapper, member of S.L.A.B.)""><bdi>View all relationships</bdi></a></li></ul>"
Lil' Kim,Brooklyn,NY,40.6928,73.9903,40.6,73.89,1994,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.lilkim.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000278439"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/bc1b5c95-e6d6-46b5-957a-5e8908b02c1e"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/114823"">Discogs</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/lilkim"">lilkim</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/lil_kim"">Rateyourmusic</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/LilKimTheQueenBee"">LilKimTheQueenBee</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/5tth2a3v0sWwV1C7bApBdX"">Stream at Spotify</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/64202161"">VIAF: 64202161</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q229379"">Q229379</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Lil'_Kim"">en: Lil' Kim</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/LilKimVEVO"">LilKimVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/bc1b5c95-e6d6-46b5-957a-5e8908b02c1e/relationships"" title=""Lil’ Kim""><bdi>View all relationships</bdi></a></li></ul>"
LL Cool J,Bayshore,NY,40.7297,73.2536,40.7297,73.2536,1984,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000094752"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/a4dd0e77-83b8-4e92-89b7-effb0e47fd8c"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/35746"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm0005112/"">IMDb</a>
          
          
        </li>               <li class=""genius-favicon"">
          
          
          <a href=""http://genius.com/artists/Ll-cool-j"">Genius</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/L/L.L._Cool_J/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/ll_cool_j"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/llcoolj"">@llcoolj</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/llcoolj"">llcoolj</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/20519508"">VIAF: 20519508</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q52440"">Q52440</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/LL_Cool_J"">en: LL Cool J</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/LLCoolJVEVO"">LLCoolJVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/a4dd0e77-83b8-4e92-89b7-effb0e47fd8c/relationships"" title=""LL Cool J""><bdi>View all relationships</bdi></a></li></ul>"
Logic,Gaithersburg,MD,39.1319,77.2264,39.1319,77.2264,2009,present,NE,"<ul class=""external_links"">               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L"">Stream at Spotify</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/713e751f-3ddb-4b77-b3b1-9e6f2e953ad5/relationships"" title=""Logic (US rapper)""><bdi>View all relationships</bdi></a></li></ul>"
Ludacris,Atlanta,GA,33.755,84.39,34.5,85,1997,present,S,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.ludacris.net/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000306258"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/0638ba22-040f-438d-83a5-9b670c4adaf5"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/36100"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm0524839/"">IMDb</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Ludacris"">Ludacris</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/ludacris"">ludacris</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/L/Ludacris/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/ludacris"">Rateyourmusic</a>
          
          
        </li>               <li class=""worldcat-favicon"">
          
          
          <a href=""http://www.worldcat.org/wcidentities/lccn-no2001-25078"">WorldCat</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/Ludacris"">@Ludacris</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/Ludacris"">Ludacris</a>
          
          
        </li>               <li class=""soundcloud-favicon"">
          
          
          <a href=""https://soundcloud.com/ludacris"">ludacris</a>
          
          
        </li>               <li class=""spotify-favicon"">
          <span class=""mp mp-rel"">
          
          <a href=""http://open.spotify.com/artist/3ipn9JLAPI5GUEo4y4jcoi"">Stream at Spotify</a>
          
          </span>
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/85434335"">VIAF: 85434335</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q193676"">Q193676</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Ludacris"">en: Ludacris</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/LudacrisVEVO"">LudacrisVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/0638ba22-040f-438d-83a5-9b670c4adaf5/relationships"" title=""Ludacris""><bdi>View all relationships</bdi></a></li></ul>"
Mac Miller,Pittsburg,PA,40.4397,79.9764,40.4397,79.9764,2007,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.macmillerofficial.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0002653603"">AllMusic</a>
          
          
        </li>               <li class=""bandcamp-favicon"">
          
          
          <a href=""//listentomac.bandcamp.com/"">Bandcamp</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/a0e8a1b1-5f8f-475a-a253-17415c17d0ff"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/2165577"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm5634993/"">IMDb</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/macmiller/"">macmiller</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.purevolume.com/MacMiller"">PureVolume</a>
          
          
        </li>               <li class=""instagram-favicon"">
          
          
          <a href=""http://instagram.com/larryfisherman"">@larryfisherman</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/MacMiller"">@MacMiller</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/macmillerfans"">macmillerfans</a>
          
          
        </li>               <li class=""soundcloud-favicon"">
          
          
          <a href=""https://soundcloud.com/larryfisherman"">larryfisherman</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/219209936"">VIAF: 219209936</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q324726"">Q324726</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Mac_Miller"">en: Mac Miller</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/TreeJTV"">TreeJTV</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/a0e8a1b1-5f8f-475a-a253-17415c17d0ff/relationships"" title=""Miller, Mac""><bdi>View all relationships</bdi></a></li></ul>"
Macklemore,Seattle,WA,47.6097,122.3331,47.62,122.3531,2000,present,W,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://macklemore.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0001015772"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/792536"">Discogs</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Macklemore"">Macklemore</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""//lyrics.wikia.com/Macklemore"">LyricWiki</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/macklemore"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/macklemore"">@macklemore</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/Macklemore"">Macklemore</a>
          
          
        </li>               <li class=""soundcloud-favicon"">
          
          
          <a href=""https://soundcloud.com/macklemore"">macklemore</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q484874"">Q484874</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Macklemore"">en: Macklemore</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/RyanLewisProductions"">RyanLewisProductions</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/b6d7ec94-830c-44dd-b699-ce66556b7e55/relationships"" title=""Macklemore""><bdi>View all relationships</bdi></a></li></ul>"
Madlib,Oxnard,CA,34.1914,119.1825,34.1914,119.1825,2007,present,SC,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000238375"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/16508"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1944876/"">IMDb</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/madlib"">madlib</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/madlib"">Rateyourmusic</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/madlib"">madlib</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q503031"">Q503031</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Madlib"">en: Madlib</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/ea9078ef-20ca-4506-81ea-2ae5fe3a42e8/relationships"" title=""Madlib""><bdi>View all relationships</bdi></a></li></ul>"
Mase,Jacksonville,FL,30.3369,81.6614,30.3369,81.6614,1993,present,S,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000386234"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/97658"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/M/Mase/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/ma_e"">Rateyourmusic</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/17419857"">VIAF: 17419857</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q126927"">Q126927</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Mase"">en: Mase</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/76716b81-e361-427e-a931-19373388387d/relationships"" title=""Mase (US rapper)""><bdi>View all relationships</bdi></a></li></ul>"
Master P,New Orleans,LA,29.95,90.0667,29.4,90.8,1990,present,S,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000382455"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/86495"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm0005290/"">IMDb</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/master_p"">Rateyourmusic</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/22339831"">VIAF: 22339831</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q722042"">Q722042</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Master_P"">en: Master P</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/a5bd836d-8d8f-48a5-b0b7-dbb18b3264dd/relationships"" title=""Master P (US rapper Percy Miller)""><bdi>View all relationships</bdi></a></li></ul>"
MC Paul Barman,Ridgewood,NJ,40.9816,74.1135,40.9816,74.2,1998,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.mcpaulbarman.com/"">Official homepage</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/69854"">Discogs</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q6715074"">Q6715074</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/MC_Paul_Barman"">en: MC Paul Barman</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/3d5443fd-e3de-4463-a087-d02876f2429c/relationships"" title=""Barman, Paul, MC""><bdi>View all relationships</bdi></a></li></ul>"
Meek Mill,North Philadelphia,PA,39.5,75.1667,40.2,75.1667,2003,present,NE,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.meekmilldreamteam.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0002103911"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/2082945"">Discogs</a>
          
          
        </li>               <li class=""lastfm-favicon"">
          
          
          <a href=""http://www.last.fm/music/Meek+Mill"">Meek Mill</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/meek_mill"">Rateyourmusic</a>
          
          
        </li>               <li class=""googleplus-favicon"">
          
          
          <a href=""https://plus.google.com/111457609802246635433"">Google+</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/meekmill"">@meekmill</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/MeekMill"">MeekMill</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q1897911"">Q1897911</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Meek_Mill"">en: Meek Mill</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/MeekMillTV"">MeekMillTV</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/31bcadcc-e1da-4cad-bec8-2f4f1d41b095/relationships"" title=""Meek Mill""><bdi>View all relationships</bdi></a></li></ul>"
Melle Mel,Bronx,NY,40.8373,73.886,40.83,73.825,1978,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000739282"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/19701"">Discogs</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/grandmaster_melle_mel"">Rateyourmusic</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q64549"">Q64549</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Melle_Mel"">en: Melle Mel</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/faaf4f84-7751-4613-9903-32c9d6a49741/relationships"" title=""Grandmaster Melle Mel (Melvin Glover aka Melle Mel)""><bdi>View all relationships</bdi></a></li></ul>"
Method Man,Staten Island,NY,40.5763,74.1448,40.5763,74.12,1992,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000451483"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/94dbfe2e-ca48-4e08-a5a8-e1e74136c63d"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/17587"">Discogs</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/methodman"">methodman</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/M/Method_Man/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/method_man"">Rateyourmusic</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/29727229"">VIAF: 29727229</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q298694"">Q298694</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Method_Man"">en: Method Man</a>
          
          
        </li>               <li class=""youtube-favicon"">
          
          
          <a href=""//www.youtube.com/user/MethodManVEVO"">MethodManVEVO</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/94dbfe2e-ca48-4e08-a5a8-e1e74136c63d/relationships"" title=""Method Man""><bdi>View all relationships</bdi></a></li></ul>"
MF DOOM,Long Island,NY,40.8,73.3,40.79,73.35,1988,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000220563"">AllMusic</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/25058"">Discogs</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/mfdoom"">mfdoom</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/mf_doom"">Rateyourmusic</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/mfdoom"">mfdoom</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q304675"">Q304675</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/MF_Doom"">en: MF Doom</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/188711ed-c99b-439c-844a-ca831f63a727/relationships"" title=""MF DOOM (US hip-hop artist, also known simply as DOOM)""><bdi>View all relationships</bdi></a></li></ul>"
Missy Elliot,Portsmouth,VA,36.8313,76.3456,36.8313,77,1991,present,S,"<ul class=""external_links"">               <li class=""home-favicon"">
          
          
          <a href=""http://www.missy-elliott.com/"">Official homepage</a>
          
          
        </li>               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000502371"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/a0b8cb9e-7532-45fe-a74c-30e7c4009a39"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/26918"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://musicmoz.org/Bands_and_Artists/E/Elliott,_Missy/"">MusicMoz</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""http://rateyourmusic.com/artist/missy_elliott"">Rateyourmusic</a>
          
          
        </li>               <li class=""secondhandsongs-favicon"">
          
          
          <a href=""http://www.secondhandsongs.com/artist/9417"">SecondHandSongs</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/missyelliott"">missyelliott</a>
          
          
        </li>               <li class=""viaf-favicon"">
          
          
          <a href=""http://viaf.org/viaf/85547824"">VIAF: 85547824</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q155079"">Q155079</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Missy_Elliott"">en: Missy Elliott</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/a0b8cb9e-7532-45fe-a74c-30e7c4009a39/relationships"" title=""Elliott, Missy""><bdi>View all relationships</bdi></a></li></ul>"
Mobb Deep,Queens,NY,40.75,73.8667,40.745,73.915,1992,present,NE,"<ul class=""external_links"">               <li class=""allmusic-favicon"">
          
          
          <a href=""http://www.allmusic.com/artist/mn0000566430"">AllMusic</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.bbc.co.uk/music/artists/d75d1f08-bbb8-4eae-9877-399ca9121197"">BBC Music</a>
          
          
        </li>               <li class=""discogs-favicon"">
          
          
          <a href=""http://www.discogs.com/artist/17900"">Discogs</a>
          
          
        </li>               <li class=""no-favicon"">
          
          
          <a href=""http://www.imdb.com/name/nm1065067/"">IMDb</a>
          
          
        </li>               <li class=""myspace-favicon"">
          
          
          <a href=""https://myspace.com/mobbdeep"">mobbdeep</a>
          
          
        </li>               <li class=""rateyourmusic-favicon"">
          
          
          <a href=""https://rateyourmusic.com/artist/mobb_deep"">Rateyourmusic</a>
          
          
        </li>               <li class=""twitter-favicon"">
          
          
          <a href=""https://twitter.com/mobbdeep"">@mobbdeep</a>
          
          
        </li>               <li class=""facebook-favicon"">
          
          
          <a href=""https://www.facebook.com/MobbDeepQB"">MobbDeepQB</a>
          
          
        </li>               <li class=""spotify-favicon"">
          
          
          <a href=""http://open.spotify.com/artist/6O2zJ0tId7g07yzHtX0yap"">Stream at Spotify</a>
          
          
        </li>               <li class=""wikidata-favicon"">
          
          
          <a href=""//www.wikidata.org/wiki/Q727115"">Q727115</a>
          
          
        </li>               <li class=""wikipedia-favicon"">
          
          
          <a href=""//en.wikipedia.org/wiki/Mobb_Deep"">en: Mobb Deep</a>
          
          
        </li>        <li class=""all-relationships""><a href=""http://musicbrainz.org/artist/d75d1f08-bbb8-4eae-9877-399ca9121197/relationships"" title=""Mobb Deep""><bdi>View all relationships</bdi></a></li></ul>"
